cif,FundID,cust_rlv,fund_rlv
1000118425,08032,5,5
1000118489,JA019,5,3
1000118489,03026,5,4
1000118489,07042,5,5
1000118520,16002,5,4
1000118520,07020,5,3
1000118520,06018,5,4
1000118563,JA019,4,3
1000118595,03018,5,4
1000118595,03029,5,5
1000118595,06022,5,4
1000118595,06017,5,4
1000118727,10006,4,4
1000118727,FD035,4,4
1000118727,07025,4,4
1000118727,02001,4,4
1000118727,02007,4,3
1000118735,PI110,5,2
1000118735,AL003,5,3
1000118899,IN024,5,2
1000118899,07020,5,3
1000118955,06017,4,4
1000119000,FD067,5,5
1000119010,ES052,5,5
1000119308,FC015,4,3
1000119308,FC009,4,3
1000119678,03026,4,4
1000119799,06055,3,3
1000119799,PI153,3,3
1000120085,02007,3,3
1000120157,02007,5,3
1000120157,NN025,5,3
1000120157,06022,5,4
1000120320,02007,4,3
1000120558,AL003,3,3
1000120562,08023,5,5
1000120562,07044,5,5
1000120562,07043,5,5
1000120587,02007,3,3
1000120611,UB047,5,5
1000120611,02007,5,3
1000120631,AL003,3,3
1000120631,PI153,3,3
1000120720,07034,5,5
1000120739,17006,5,5
1000120739,09014,5,5
1000120751,FD060,5,5
1000120751,08002,5,4
1000120751,FD058,5,5
1000120751,06022,5,4
1000120957,NN025,3,3
1000120957,AL003,3,3
1000120957,PI153,3,3
1000121005,FD067,5,5
1000121005,FD066,5,5
1000121005,FD063,5,5
1000121005,FD058,5,5
1000121005,FD039,5,4
1000121005,FD018,5,4
1000121005,AL019,5,4
1000121005,02013,5,5
1000121005,02007,5,3
1000121287,02007,4,3
1000121424,07035,4,5
1000121424,07025,4,4
1000121530,FD067,5,5
1000121530,FD062,5,5
1000121547,02007,4,3
1000121679,NN025,5,3
1000121777,FC005,4,4
1000121777,AL003,4,3
1000121870,16002,5,4
1000121870,FD060,5,5
1000121870,FD035,5,4
1000121870,06017,5,4
1000122214,03028,5,5
1000122390,UB027,3,3
1000122655,AL003,4,3
1000122785,AL003,3,3
1000122827,01026,4,4
1000122827,FD029,4,4
1000122827,AL003,4,3
1000122835,02007,3,3
1000122956,03026,4,4
1000122956,03023,4,4
1000123015,06055,4,3
1000123015,06012,4,3
1000123480,02007,5,3
1000123559,NN052,3,4
1000123559,NN029,3,3
1000123559,NN018,3,5
1000123559,07026,3,4
1000123559,AL024,3,4
1000123559,AL003,3,3
1000123598,03032,5,5
1000123598,08032,5,5
1000123598,03003,5,2
1000123745,AL003,4,3
1000123993,03028,5,5
1000123993,AL003,5,3
1000124047,AL003,4,3
1000124047,NE002,4,3
1000124080,FD023,4,4
1000124162,AL003,5,3
1000124197,06022,4,4
1000124325,FD041,5,4
1000124447,03029,5,5
1000125376,PI153,5,3
1000125376,02007,5,3
1000125376,AL003,5,3
1000125680,FD058,5,5
1000125680,FD063,5,5
1000125709,LM042,4,4
1000125779,AL058,4,4
1000126454,06025,5,5
1000126473,JA005,4,3
1000126760,AB027,5,3
1000126760,JA026,5,4
1000126760,FD067,5,5
1000127159,NN025,3,3
1000127165,01007,3,3
1000127308,02007,3,3
1000127349,AL003,3,3
1000127378,AL003,3,3
1000127379,02007,4,3
1000127379,01012,4,4
1000127379,06018,4,4
1000127379,AL003,4,3
1000127380,AL003,5,3
1000127570,03033,4,5
1000127777,02007,4,3
1000127777,FD007,4,3
1000127922,FC020,4,4
1000127922,AL003,4,3
1000127965,AL016,4,4
1000128318,03028,5,5
1000128318,FD058,5,5
1000128318,06020,5,4
1000128318,FD004,5,3
1000128506,IN001,5,5
1000128670,09007,5,4
1000128670,03015,5,4
1000128672,FD054,5,5
1000128672,SC123,5,3
1000128733,FD077,4,3
1000128985,LM042,5,4
1000129284,SC121,5,5
1000129811,02007,4,3
1000129950,17006,5,5
1000130078,AL003,4,3
1000130098,IN017,4,4
1000130098,ES071,4,3
1000130442,06016,4,3
1000130847,IN003,5,4
1000130847,01033,5,5
1000130962,03034,5,5
1000130997,07034,5,5
1000131134,FD006,3,3
1000131260,01033,5,5
1000131260,03034,5,5
1000131260,AL058,5,4
1000131260,03026,5,4
1000131260,AL035,5,5
1000131482,UB047,5,5
1000131650,FD067,5,5
1000131777,06017,5,4
1000132038,PI124,4,3
1000132669,AL003,5,3
1000132787,PI153,5,3
1000133073,AL003,5,3
1000133403,06022,4,4
1000133403,06017,4,4
1000133403,AL003,4,3
1000133703,NE002,5,3
1000133703,02007,5,3
1000133703,AL003,5,3
1000133703,PI153,5,3
1000133880,13009,4,4
1000134067,07026,4,4
1000134067,AL003,4,3
1000134152,FD085,4,3
1000134152,FD008,4,3
1000134510,09049,5,5
1000134623,AL002,3,3
1000134623,AL003,3,3
1000134859,FD027,5,4
1000134859,FD005,5,3
1000135587,FD058,5,5
1000135587,02002,5,5
1000135683,02007,3,3
1000136215,06025,5,5
1000136356,06022,4,4
1000136418,NE002,4,3
1000136506,NN025,4,3
1000136506,FD065,4,5
1000136506,AL003,4,3
1000136506,PI153,4,3
1000136683,LM042,3,4
1000136751,11005,5,3
1000136751,08023,5,5
1000136751,06028,5,5
1000136751,06025,5,5
1000136751,06024,5,4
1000136751,06017,5,4
1000136751,01006,5,2
1000136751,06007,5,3
1000136915,AL003,4,3
1000137153,FD007,4,3
1000137189,01024,5,4
1000137189,01021,5,4
1000137451,NE006,4,3
1000137451,FD008,4,3
1000137451,02001,4,4
1000137451,AL030,4,4
1000137451,01018,4,4
1000137451,02011,4,4
1000137538,03023,4,4
1000137538,03017,4,4
1000137538,AL003,4,3
1000137567,AL024,5,4
1000137567,01038,5,5
1000137567,01036,5,5
1000137674,FC005,5,4
1000137674,AL003,5,3
1000137741,AL003,5,3
1000137790,13018,4,4
1000137983,02007,3,3
1000138026,01024,4,4
1000138036,03028,5,5
1000138061,AL003,4,3
1000138229,02023,4,4
1000138229,06017,4,4
1000138274,FD088,5,4
1000138274,FD075,5,3
1000138274,FD067,5,5
1000138274,FD060,5,5
1000138274,07034,5,5
1000138274,FD004,5,3
1000138274,AL058,5,4
1000138274,01007,5,3
1000138274,PT042,5,5
1000138274,SC011,5,2
1000138555,SC118,5,5
1000138555,AL035,5,5
1000139203,FD035,5,4
1000139203,06025,5,5
1000139203,02024,5,5
1000139203,04023,5,5
1000139481,04070,3,3
1000139481,AL003,3,3
1000139608,AL003,3,3
1000139764,SC036,3,3
1000139764,FC010,3,3
1000139859,12026,5,3
1000139859,03015,5,4
1000139859,06017,5,4
1000139859,02010,5,5
1000140017,AL003,4,3
1000140048,01018,4,4
1000140365,NN025,4,3
1000140365,NE002,4,3
1000140365,AL003,4,3
1000140428,NN025,4,3
1000140428,AL024,4,4
1000140428,AL003,4,3
1000140726,IV035,5,4
1000140726,IN005,5,4
1000140726,UA013,5,5
1000140726,PT014,5,4
1000141282,PI153,3,3
1000141825,PT022,4,4
1000142027,03028,5,5
1000142123,NE006,5,3
1000142204,04021,5,5
1000142204,04013,5,4
1000142204,02014,5,5
1000142204,02012,5,5
1000142204,02009,5,5
1000142342,02007,3,3
1000142342,NN025,3,3
1000142342,07012,3,3
1000142400,01020,5,4
1000142412,01034,5,5
1000142423,AL003,3,3
1000142550,02007,3,3
1000142848,08014,5,3
1000142848,FD060,5,5
1000142867,03015,4,4
1000142882,AL024,4,4
1000142931,PI146,4,5
1000142931,NN025,4,3
1000142931,NN011,4,3
1000142931,02007,4,3
1000142931,LM042,4,4
1000142931,JA034,4,4
1000142931,FS011,4,5
1000142931,10003,4,4
1000142931,03028,4,5
1000142931,PI123,4,3
1000142931,06018,4,4
1000142931,AL003,4,3
1000142931,PI153,4,3
1000143011,FC018,4,3
1000143267,NN025,4,3
1000143267,AL024,4,4
1000143267,NE006,4,3
1000143297,FD004,5,3
1000143297,06055,5,3
1000143297,06017,5,4
1000143366,06024,5,4
1000143366,AL003,5,3
1000143370,FC005,5,4
1000143370,AL003,5,3
1000143611,13009,5,4
1000143611,FD006,5,3
1000143647,02007,3,3
1000143647,07019,3,3
1000143706,06017,5,4
1000143936,FD006,4,3
1000143949,PI153,4,3
1000144041,FD007,3,3
1000144292,03029,5,5
1000144335,FC014,4,3
1000144336,FD063,5,5
1000144336,03015,5,4
1000144386,ES018,5,3
1000144386,AL004,5,3
1000144386,UB047,5,5
1000144786,NN025,4,3
1000144833,03041,5,4
1000144833,09045,5,4
1000144833,FC016,5,3
1000145068,FS001,3,2
1000145068,02007,3,3
1000145209,JA026,4,4
1000145238,AL004,5,3
1000145277,AL003,3,3
1000145656,AB007,5,4
1000145656,JA009,5,3
1000145656,FC016,5,3
1000145656,AM003,5,3
1000145656,AL003,5,3
1000145656,UB047,5,5
1000145739,AL003,4,3
1000145867,FD008,3,3
1000145929,02007,4,3
1000146019,01024,5,4
1000146019,02007,5,3
1000146019,FC005,5,4
1000146019,06017,5,4
1000146019,AL003,5,3
1000146019,UB048,5,5
1000146064,12024,5,3
1000146064,02007,5,3
1000146064,03026,5,4
1000146064,07024,5,4
1000146064,03011,5,4
1000146064,AL003,5,3
1000146115,FD007,3,3
1000146149,NN025,5,3
1000146149,AL040,5,5
1000146149,AL003,5,3
1000146149,PI153,5,3
1000146224,06025,4,5
1000146230,AL003,3,3
1000146243,NE002,3,3
1000146322,06017,5,4
1000146578,13009,5,4
1000146578,08005,5,5
1000146578,06028,5,5
1000146578,06025,5,5
1000146578,ES004,5,2
1000146578,06022,5,4
1000146578,SC120,5,5
1000146728,10007,4,4
1000146728,10006,4,4
1000146728,10005,4,4
1000146728,10002,4,4
1000146728,01017,4,4
1000147008,FC017,5,3
1000147008,AM007,5,4
1000147008,AM002,5,2
1000147008,AL003,5,3
1000147008,02007,5,3
1000147008,PI152,5,2
1000147017,UB048,5,5
1000147088,AL003,4,3
1000147121,03029,5,5
1000147121,06022,5,4
1000147324,FD007,3,3
1000147324,AL003,3,3
1000147351,02009,5,5
1000147351,IV076,5,5
1000147459,NN026,4,3
1000147867,FD041,5,4
1000147876,06017,5,4
1000147876,AL003,5,3
1000147883,AL024,4,4
1000147883,AL003,4,3
1000147894,02007,3,3
1000147982,NE010,4,4
1000148047,02007,4,3
1000148047,03026,4,4
1000148047,AL004,4,3
1000148072,IN010,4,4
1000148238,FD060,5,5
1000148247,AL003,4,3
1000148327,AL003,4,3
1000148496,FD049,5,4
1000148496,AL003,5,3
1000148600,02007,4,3
1000148851,AL003,5,3
1000149072,ES038,4,4
1000149119,17006,5,5
1000149435,02007,3,3
1000149514,AL003,4,3
1000149803,01034,4,5
1000149909,01009,3,3
1000149909,ET004,3,3
1000149914,AL003,4,3
1000149932,NN025,3,3
1000150475,02007,3,3
1000150652,NN025,5,3
1000150652,12047,5,3
1000150652,03028,5,5
1000150652,06055,5,3
1000150652,06017,5,4
1000150652,AL003,5,3
1000150652,02010,5,5
1000150652,UB047,5,5
1000150652,05005,5,4
1000150673,FD085,5,3
1000150673,FD058,5,5
1000150673,FD015,5,4
1000150844,AL003,3,3
1000150996,PI153,5,3
1000151167,02007,5,3
1000151167,06030,5,5
1000151167,06025,5,5
1000151183,AL003,3,3
1000151432,PI153,5,3
1000151528,LM042,4,4
1000151787,PT049,5,5
1000151827,AL002,3,3
1000152081,IN019,4,4
1000152643,AL003,5,3
1000152764,03034,5,5
1000152764,09014,5,5
1000152764,07042,5,5
1000152764,FD029,5,4
1000152764,FD015,5,4
1000152764,01011,5,4
1000152764,PT042,5,5
1000152764,02007,5,3
1000153145,AL003,4,3
1000153384,12021,3,3
1000153384,06058,3,3
1000153620,AL002,5,3
1000153694,AL003,5,3
1000153974,04070,4,3
1000154416,06055,4,3
1000154440,06022,5,4
1000154440,AL003,5,3
1000154503,02005,4,3
1000154503,AL003,4,3
1000155048,EU006,5,3
1000155439,FC005,5,4
1000155578,03029,5,5
1000155578,EU017,5,5
1000155671,AL003,3,3
1000155684,AL003,4,3
1000155830,06003,2,2
1000155882,02007,3,3
1000156199,NN025,4,3
1000156199,NN014,4,4
1000156199,NI001,4,3
1000156199,NN026,4,3
1000156199,AL024,4,4
1000156199,AL007,4,3
1000156199,AL003,4,3
1000156199,PI153,4,3
1000156339,02007,3,3
1000156339,PI153,3,3
1000156521,04023,5,5
1000156521,IV035,5,4
1000156521,08010,5,5
1000156521,PI152,5,2
1000156521,02010,5,5
1000156521,AL003,5,3
1000156521,PI153,5,3
1000156595,02007,4,3
1000156595,AL058,4,4
1000156595,06017,4,4
1000156730,FD087,5,4
1000156863,07042,5,5
1000157024,PI124,4,3
1000157024,NN025,4,3
1000157024,NE010,4,4
1000157024,NE008,4,3
1000157024,NE006,4,3
1000157024,07090,4,3
1000157024,06057,4,3
1000157074,02007,4,3
1000157336,02007,3,3
1000157368,UA013,5,5
1000157704,PI114,3,2
1000157704,AL003,3,3
1000157704,PI153,3,3
1000157799,NN025,3,3
1000157799,AL003,3,3
1000157973,02007,4,3
1000157973,03011,4,4
1000157973,AL003,4,3
1000158448,04015,5,4
1000158448,04020,5,5
1000158448,16002,5,4
1000158448,15035,5,5
1000158448,09052,5,5
1000158448,09014,5,5
1000158448,07041,5,5
1000158448,07021,5,4
1000158448,03015,5,4
1000158448,03014,5,4
1000158448,02007,5,3
1000158448,06017,5,4
1000158996,03025,4,4
1000159225,AL003,3,3
1000159225,06010,3,3
1000159313,06017,5,4
1000159313,02009,5,5
1000159320,NE002,4,3
1000159320,JA004,4,3
1000159320,08014,4,3
1000159320,ET030,4,3
1000159320,06017,4,4
1000159320,AL003,4,3
1000159320,PI153,4,3
1000159468,08037,4,3
1000159571,JA034,5,4
1000159643,03017,5,4
1000159916,09052,5,5
1000159916,02007,5,3
1000159916,03015,5,4
1000159916,03014,5,4
1000160178,PI153,3,3
1000160190,PI153,4,3
1000160266,NN025,4,3
1000160266,AL002,4,3
1000160374,NE008,5,3
1000160374,UA002,5,3
1000160537,06022,4,4
1000161005,02007,3,3
1000161024,FC005,5,4
1000161407,08001,4,4
1000161430,02007,5,3
1000161430,06025,5,5
1000161430,06017,5,4
1000161743,FD067,5,5
1000161743,08032,5,5
1000161743,FD030,5,4
1000161743,FD017,5,4
1000162505,AL003,4,3
1000162506,02007,4,3
1000162506,AL003,4,3
1000162881,NE008,4,3
1000162912,03026,5,4
1000162979,SC046,3,3
1000162979,02007,3,3
1000163464,02007,3,3
1000163501,IV035,4,4
1000163501,FC005,4,4
1000163507,FC017,3,3
1000163507,AL003,3,3
1000163807,AL003,5,3
1000163869,11006,3,3
1000163991,03034,5,5
1000163991,03033,5,5
1000163991,03029,5,5
1000164135,02007,4,3
1000164280,06017,5,4
1000164765,12019,3,3
1000164996,06017,4,4
1000165127,AL003,5,3
1000165669,06022,5,4
1000165872,NN025,4,3
1000165872,LM018,4,3
1000165872,JA019,4,3
1000165872,JA005,4,3
1000165872,FD083,4,3
1000165872,FD009,4,3
1000165872,AM003,4,3
1000165872,AL003,4,3
1000166073,AL003,3,3
1000167169,FD074,4,2
1000167316,FC015,3,3
1000167350,02007,2,3
1000167422,AL003,4,3
1000167462,09024,2,2
1000167562,09014,5,5
1000167562,06007,5,3
1000167600,06017,4,4
1000167762,FC005,5,4
1000167762,PI153,5,3
1000168052,PI152,2,2
1000168381,NN025,5,3
1000168381,JA032,5,4
1000168381,07031,5,4
1000168381,AL024,5,4
1000168381,AL003,5,3
1000168381,NE010,5,4
1000168381,PI153,5,3
1000168460,FC005,5,4
1000168460,UB047,5,5
1000168645,03029,4,5
1000169103,02007,3,3
1000169112,06025,5,5
1000169161,FC018,3,3
1000169268,03033,4,5
1000169268,FD065,4,5
1000169399,02007,4,3
1000169980,AL003,5,3
1000170183,06025,5,5
1000170183,06022,5,4
1000170183,AL016,5,4
1000170195,AL003,4,3
1000170421,02007,3,3
1000170450,02007,5,3
1000170535,FC005,4,4
1000170535,PI153,4,3
1000170931,FD067,5,5
1000171424,NN025,5,3
1000171424,FC005,5,4
1000171424,PI153,5,3
1000171424,AL003,5,3
1000171594,NN044,4,4
1000171693,AL004,3,3
1000172563,NN025,4,3
1000172563,UB022,4,3
1000172563,AL003,4,3
1000172563,07064,4,3
1000172563,SC061,4,3
1000172615,02007,5,3
1000172615,NN025,5,3
1000172615,FC023,5,3
1000172615,06024,5,4
1000172615,06022,5,4
1000172615,AL003,5,3
1000172620,AL003,4,3
1000172633,03026,4,4
1000172987,FC005,4,4
1000173382,SC120,5,5
1000173531,LM042,3,4
1000173845,07026,5,4
1000174103,AL003,4,3
1000174226,AL003,4,3
1000174504,07026,4,4
1000174964,02007,3,3
1000175020,NI001,3,3
1000175040,FC021,5,5
1000175196,06009,5,3
1000175196,NN025,5,3
1000175196,03030,5,5
1000175196,03029,5,5
1000175196,FD060,5,5
1000175196,03026,5,4
1000175196,07021,5,4
1000175196,03012,5,4
1000175196,06024,5,4
1000175196,01017,5,4
1000175262,11008,5,4
1000175262,PI153,5,3
1000175530,FS009,5,5
1000175530,FD063,5,5
1000175679,AL003,3,3
1000175894,03020,4,4
1000175974,06017,5,4
1000176825,NN025,3,3
1000176969,FD072,5,2
1000176969,UB025,5,3
1000177000,LM018,4,3
1000177000,IN017,4,4
1000177000,02007,4,3
1000177000,UB026,4,3
1000177157,AL024,5,4
1000177157,AL003,5,3
1000177396,FS009,5,5
1000177477,02020,2,2
1000177819,AL003,4,3
1000177871,06022,5,4
1000178016,PI153,3,3
1000178150,FD058,4,5
1000178150,FD057,4,5
1000178150,UB047,4,5
1000178378,NN025,3,3
1000178775,07033,4,5
1000178818,AL003,5,3
1000179706,NE006,4,3
1000179856,FD007,4,3
1000179856,FD006,4,3
1000179856,FC020,4,4
1000179856,FC017,4,3
1000179971,AL003,3,3
1000179976,PI123,5,3
1000179976,FD049,5,4
1000179976,FD008,5,3
1000180077,02007,4,3
1000180683,NN025,4,3
1000180820,FC008,2,2
1000180917,AB004,5,4
1000180917,JA019,5,3
1000180917,03028,5,5
1000180917,IN001,5,5
1000180917,FD060,5,5
1000181766,FD029,4,4
1000181774,AL003,5,3
1000181802,JA005,3,3
1000181873,PI151,3,2
1000181873,AM003,3,3
1000182113,FC005,4,4
1000182113,PI153,4,3
1000182493,06017,4,4
1000182499,FD036,5,4
1000182499,FD035,5,4
1000182589,AL003,4,3
1000182791,07026,4,4
1000183220,AL003,3,3
1000183294,FD063,5,5
1000183354,FC015,3,3
1000183968,AL003,5,3
1000183968,07033,5,5
1000183968,02029,5,3
1000183968,02018,5,3
1000183968,02016,5,4
1000183968,02012,5,5
1000183968,UB048,5,5
1000184412,02007,4,3
1000184412,PT007,4,3
1000184412,PI153,4,3
1000184557,FD040,4,4
1000184557,FD008,4,3
1000185245,06022,5,4
1000185245,06017,5,4
1000185407,AL003,4,3
1000185586,FD063,5,5
1000185651,AM003,4,3
1000185651,02001,4,4
1000185651,06004,4,2
1000186312,07007,3,3
1000186325,02007,4,3
1000186633,NN044,5,4
1000186633,FD060,5,5
1000186633,07021,5,4
1000186633,UB047,5,5
1000186633,AL003,5,3
1000186830,AL003,3,3
1000186860,03023,4,4
1000186860,ES023,4,3
1000186896,PI153,4,3
1000186906,13008,5,4
1000186906,07034,5,5
1000187031,06018,4,4
1000187035,02007,3,3
1000187116,NN026,5,3
1000187116,NN025,5,3
1000187116,NE006,5,3
1000187116,FD060,5,5
1000187116,AL024,5,4
1000187116,01057,5,4
1000187116,SC045,5,3
1000187878,OM009,4,3
1000187878,NE008,4,3
1000187878,NE004,4,3
1000187878,AL024,4,4
1000187878,AL004,4,3
1000188014,13014,5,5
1000188014,09014,5,5
1000188229,AL003,5,3
1000188653,AL022,4,4
1000188664,06017,4,4
1000188699,AL003,4,3
1000188797,NN040,4,4
1000188797,NI001,4,3
1000188946,LM025,3,3
1000188946,FC014,3,3
1000188946,FC009,3,3
1000189189,NN025,4,3
1000189189,AL002,4,3
1000189189,AL024,4,4
1000189264,FD058,5,5
1000189264,FD027,5,4
1000189441,AB026,5,3
1000189441,06008,5,3
1000189466,03034,5,5
1000189466,03026,5,4
1000189466,07021,5,4
1000189466,06017,5,4
1000189494,FS009,5,5
1000189872,PT049,5,5
1000190442,PI152,5,2
1000190690,FC005,4,4
1000190690,AL003,4,3
1000190787,FD063,5,5
1000190787,AL003,5,3
1000190801,02007,4,3
1000190815,02005,4,3
1000190815,AL024,4,4
1000190815,02007,4,3
1000190815,01057,4,4
1000190815,AL003,4,3
1000190975,AL003,4,3
1000191040,12020,3,3
1000191338,02012,5,5
1000191581,NN025,4,3
1000191692,FD063,5,5
1000191692,FD058,5,5
1000191708,JA019,5,3
1000191708,02007,5,3
1000191844,04020,4,5
1000191844,13010,4,5
1000191844,02007,4,3
1000191883,02004,5,4
1000191883,02007,5,3
1000191883,02011,5,4
1000191883,PI153,5,3
1000192375,NN020,4,2
1000192375,AL003,4,3
1000192790,NE006,5,3
1000192790,IN009,5,4
1000192790,06023,5,4
1000192790,UB024,5,3
1000192911,07024,4,4
1000192936,03017,5,4
1000192936,AL003,5,3
1000192973,06017,4,4
1000193002,AL003,3,3
1000193007,UB006,5,2
1000193073,07035,5,5
1000193157,13008,4,4
1000193174,FD067,4,5
1000193174,05004,4,4
1000193654,10046,4,3
1000193734,02007,3,3
1000193734,JA026,3,4
1000193804,NN021,2,2
1000194158,02007,4,3
1000194158,07007,4,3
1000194158,06010,4,3
1000194182,NE006,5,3
1000194361,NN026,4,3
1000194384,AB027,5,3
1000194384,IN001,5,5
1000194384,SC086,5,4
1000194384,06023,5,4
1000194384,SC120,5,5
1000194384,SC006,5,2
1000194384,SC001,5,2
1000194491,FD007,4,3
1000194547,NN025,4,3
1000194580,AL003,3,3
1000194992,02007,3,3
1000195245,IN001,5,5
1000195245,06028,5,5
1000195360,02007,3,3
1000195431,02007,3,3
1000195431,AL003,3,3
1000195550,PI152,4,2
1000195550,AL003,4,3
1000195678,IN001,5,5
1000195913,AL003,3,3
1000196171,AL002,5,3
1000196185,FD008,3,3
1000196284,IV035,4,4
1000196500,FD060,4,5
1000196856,03012,4,4
1000197027,04020,5,5
1000197027,UB045,5,5
1000197027,JA026,5,4
1000197027,JA021,5,4
1000197027,JA019,5,3
1000197027,FD060,5,5
1000197027,FD041,5,4
1000197027,FC005,5,4
1000197027,AL058,5,4
1000197027,AL030,5,4
1000197027,AL024,5,4
1000197027,06017,5,4
1000197027,UB047,5,5
1000197027,UB034,5,4
1000197027,AL003,5,3
1000197027,PT029,5,4
1000197027,PI153,5,3
1000197244,AL003,4,3
1000197244,06055,4,3
1000197244,ET004,4,3
1000197244,AL024,4,4
1000197267,IN001,5,5
1000197267,FD067,5,5
1000197382,PI153,4,3
1000197406,09024,4,2
1000197406,07012,4,3
1000197406,02018,4,3
1000197475,FC015,3,3
1000197690,FD027,5,4
1000197690,AL004,5,3
1000197690,UB047,5,5
1000197690,UB039,5,4
1000197716,FD085,3,3
1000197880,07034,5,5
1000197880,07033,5,5
1000197909,08027,2,2
1000197909,07005,2,2
1000197988,02007,5,3
1000197988,LM042,5,4
1000197988,03026,5,4
1000197988,03020,5,4
1000197988,AL058,5,4
1000198392,AL003,5,3
1000198601,10006,4,4
1000198629,08014,4,3
1000198629,PI153,4,3
1000198656,04023,5,5
1000198656,JA019,5,3
1000198656,IN001,5,5
1000198656,FD067,5,5
1000198656,FD060,5,5
1000198656,PT004,5,4
1000198656,02012,5,5
1000198939,NN025,4,3
1000199114,NE010,4,4
1000199114,NE002,4,3
1000199114,FD007,4,3
1000199114,03017,4,4
1000199114,06022,4,4
1000199114,02007,4,3
1000199114,PI153,4,3
1000199467,NE010,4,4
1000199467,01018,4,4
1000199554,03034,5,5
1000199687,NN025,4,3
1000199687,AL024,4,4
1000199687,02007,4,3
1000199687,01057,4,4
1000199687,AL003,4,3
1000199879,06009,4,3
1000200087,NN025,4,3
1000200161,AL003,4,3
1000200362,PI152,5,2
1000200362,NN025,5,3
1000200362,FD009,5,3
1000200362,01057,5,4
1000200362,AL003,5,3
1000200580,LM046,5,4
1000201005,FD060,5,5
1000201005,FD006,5,3
1000201567,02007,4,3
1000201602,AL003,3,3
1000201671,01018,5,4
1000201671,03034,5,5
1000201671,FD060,5,5
1000201671,01021,5,4
1000201685,AL003,5,3
1000201752,JA019,4,3
1000202083,07008,3,3
1000202085,02007,4,3
1000202390,JH014,4,4
1000202390,06022,4,4
1000202423,07045,4,5
1000202450,AL003,4,3
1000202450,PI153,4,3
1000202578,FD004,4,3
1000202689,AL003,3,3
1000202714,07021,4,4
1000202812,AL003,4,3
1000202822,11007,4,4
1000203034,ES019,5,3
1000203092,UB025,3,3
1000203310,FD041,4,4
1000203371,PI153,4,3
1000203439,FC014,4,3
1000203842,12047,4,3
1000203842,AL003,4,3
1000204052,AL003,3,3
1000204081,08023,5,5
1000204081,02007,5,3
1000204081,AL058,5,4
1000204081,AL003,5,3
1000204481,12021,3,3
1000204481,SC124,3,3
1000204630,FD085,4,3
1000204630,FD011,4,3
1000204767,AM001,3,2
1000204988,FD073,5,2
1000205010,NN025,5,3
1000205010,NN021,5,2
1000205010,IN001,5,5
1000205118,02007,3,3
1000205154,04014,5,4
1000205154,FD075,5,3
1000205154,FD058,5,5
1000205154,FD036,5,4
1000205154,FD029,5,4
1000205154,FD015,5,4
1000205154,06017,5,4
1000205178,15028,5,5
1000205728,FC005,4,4
1000205728,AL003,4,3
1000205779,AL003,4,3
1000205897,06029,5,5
1000205911,14003,5,4
1000205983,IN024,2,2
1000206021,02007,5,3
1000206123,AL003,5,3
1000206215,FD006,3,3
1000206215,FC012,3,3
1000206352,13010,5,5
1000206352,02007,5,3
1000206352,IN001,5,5
1000206352,08005,5,5
1000206352,07033,5,5
1000206352,NN025,5,3
1000206352,06025,5,5
1000206352,AL020,5,4
1000206352,01043,5,1
1000206352,UB047,5,5
1000206352,UA004,5,3
1000206352,AL003,5,3
1000206352,PI153,5,3
1000206414,03034,5,5
1000206441,LM042,4,4
1000206524,02007,4,3
1000206789,AL003,3,3
1000206975,03034,5,5
1000206975,03026,5,4
1000206975,03018,5,4
1000207066,02007,4,3
1000207159,NE010,4,4
1000207159,AL016,4,4
1000207332,LM042,4,4
1000207332,FD040,4,4
1000207372,AL003,5,3
1000207382,NN026,4,3
1000207382,FC005,4,4
1000207382,AL003,4,3
1000207967,FD021,5,4
1000208412,01007,3,3
1000208412,02007,3,3
1000208412,AL003,3,3
1000208414,02007,4,3
1000208414,AL003,4,3
1000208746,NN025,3,3
1000208746,02007,3,3
1000208755,03020,5,4
1000208760,NN026,5,3
1000208760,02007,5,3
1000208760,NE006,5,3
1000208760,08032,5,5
1000208760,AL024,5,4
1000208766,LM042,4,4
1000209271,SC086,5,4
1000209304,NN025,4,3
1000209304,FC005,4,4
1000209304,AL003,4,3
1000209331,NE010,5,4
1000209331,LM050,5,4
1000209331,JA026,5,4
1000209331,FD041,5,4
1000209331,06022,5,4
1000209331,UB047,5,5
1000209331,SC120,5,5
1000209331,PT022,5,4
1000209613,04015,4,4
1000209731,01018,4,4
1000209735,UB047,5,5
1000209735,FD060,5,5
1000209735,FD023,5,4
1000209760,UB047,5,5
1000209823,13008,4,4
1000209823,06017,4,4
1000209872,02007,4,3
1000210027,FD063,5,5
1000210027,FD060,5,5
1000210027,FD058,5,5
1000210027,FD056,5,5
1000210027,FC005,5,4
1000210027,AL058,5,4
1000210199,06017,5,4
1000210372,IN001,5,5
1000210536,03026,5,4
1000210709,03028,5,5
1000210709,06017,5,4
1000210997,FD063,5,5
1000211347,JA026,5,4
1000211460,PI153,3,3
1000211586,PI153,3,3
1000212579,AB013,4,5
1000212579,FD036,4,4
1000212722,FD017,4,4
1000213023,03015,4,4
1000213164,AL003,5,3
1000213293,FD063,5,5
1000213293,RB005,5,5
1000213549,AL003,3,3
1000213954,01021,5,4
1000214184,02007,4,3
1000214184,NE002,4,3
1000214204,OM010,4,3
1000214204,FC008,4,2
1000214211,AL003,3,3
1000214290,AL003,3,3
